period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2025-01,NEW,New England,ALL,all sectors,7643900,25.01,2674.19028,10691.82982,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NEW,New England,COM,commercial,954838,22.89,1026.98424,4486.32127,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NEW,New England,IND,industrial,20109,18.29,222.16276,1214.84908,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NEW,New England,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NEW,New England,RES,residential,6668947,28.68,1418.68894,4946.46439,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NEW,New England,TRA,transportation,6,14.38,6.35433,44.19508,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NH,New Hampshire,ALL,all sectors,770890,21.67,229.28556,1057.94249,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NH,New Hampshire,COM,commercial,112633,20.47,76.9229,375.81595,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NH,New Hampshire,IND,industrial,3107,18.67,28.69079,153.69136,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NH,New Hampshire,RES,residential,655150,23.4,123.67187,528.43517,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NH,New Hampshire,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NJ,New Jersey,ALL,all sectors,4298018,16.93,1104.99742,6525.05002,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NJ,New Jersey,COM,commercial,542246,15.19,493.36626,3247.51338,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NJ,New Jersey,IND,industrial,10949,13.69,69.87596,510.58074,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NJ,New Jersey,RES,residential,3744816,19.68,537.69681,2731.90817,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NJ,New Jersey,TRA,transportation,7,11.58,4.05839,35.04774,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NM,New Mexico,ALL,all sectors,1075221,8.9,228.27501,2565.64842,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NM,New Mexico,COM,commercial,147226,10.14,76.49025,754.22338,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NM,New Mexico,IND,industrial,9318,5.15,58.15321,1129.55954,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NM,New Mexico,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NM,New Mexico,RES,residential,918677,13.73,93.63155,681.86551,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NM,New Mexico,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NV,Nevada,ALL,all sectors,1505831,10.07,299.0591,2969.22844,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NV,Nevada,COM,commercial,178310,9.23,96.58793,1046.82606,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NV,Nevada,IND,industrial,4622,7.05,66.72466,946.91565,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NV,Nevada,RES,residential,1322898,13.92,135.69378,974.87669,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NV,Nevada,TRA,transportation,1,8.64,.05273,.61004,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NY,New York,ALL,all sectors,8636431,21.12,2747.30697,13010.17542,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NY,New York,COM,commercial,1168612,20.37,1277.62964,6272.85699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NY,New York,IND,industrial,16300,10.84,150.38646,1386.84893,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NY,New York,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NY,New York,RES,residential,7451511,25.32,1281.02818,5060.00583,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,NY,New York,TRA,transportation,8,13.17,38.26269,290.46368,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OH,Ohio,ALL,all sectors,5755537,11.99,1739.96413,14507.18656,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OH,Ohio,COM,commercial,628365,10.66,480.19613,4504.00995,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OH,Ohio,IND,industrial,18067,8.21,336.10184,4094.19595,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OH,Ohio,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OH,Ohio,RES,residential,5109103,15.64,923.30512,5904.74873,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OH,Ohio,TRA,transportation,2,8.53,.36104,4.23193,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OK,Oklahoma,ALL,all sectors,2232638,8.84,589.96295,6672.99703,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OK,Oklahoma,COM,commercial,311803,8.59,190.79303,2220.82135,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OK,Oklahoma,IND,industrial,19229,6.13,114.55975,1869.25449,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OK,Oklahoma,RES,residential,1901606,11.02,284.61017,2582.92119,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OK,Oklahoma,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OR,Oregon,ALL,all sectors,2159555,11.62,666.97564,5740.47709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OR,Oregon,COM,commercial,248339,10.9,238.02596,2183.60866,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OR,Oregon,IND,industrial,26388,7.85,100.69311,1283.51477,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OR,Oregon,RES,residential,1884826,14.44,327.99907,2271.41803,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,OR,Oregon,TRA,transportation,2,13.3,.25751,1.93563,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PA,Pennsylvania,ALL,all sectors,6285251,13.64,1906.22944,13971.70021,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PA,Pennsylvania,COM,commercial,742116,11.73,432.1302,3684.28115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PA,Pennsylvania,IND,industrial,11538,9.06,352.23071,3889.34115,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PA,Pennsylvania,RES,residential,5531592,17.58,1118.80502,6365.43797,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PA,Pennsylvania,TRA,transportation,5,9.39,3.06352,32.63994,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACC,Pacific Contiguous,ALL,all sectors,22326476,19.38,6866.91104,35428.21536,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACC,Pacific Contiguous,COM,commercial,2451705,19.23,2780.94641,14457.89283,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACC,Pacific Contiguous,IND,industrial,200475,13.26,806.93289,6087.1427,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACC,Pacific Contiguous,RES,residential,19674276,22.06,3268.14476,14814.07387,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACC,Pacific Contiguous,TRA,transportation,20,15.75,10.88698,69.10595,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACN,Pacific Noncontiguous,ALL,all sectors,868445,30.57,403.07835,1318.7345,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACN,Pacific Noncontiguous,COM,commercial,117740,29.36,136.26469,464.14567,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACN,Pacific Noncontiguous,IND,industrial,2035,29.1,117.09073,402.39045,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACN,Pacific Noncontiguous,RES,residential,748670,33.11,149.72293,452.19838,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,RI,Rhode Island,ALL,all sectors,528970,27.21,211.55785,777.58815,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,RI,Rhode Island,COM,commercial,64380,24.86,104.10847,418.70024,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,RI,Rhode Island,IND,industrial,1707,20.37,10.77859,52.90462,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,RI,Rhode Island,RES,residential,462882,31.66,96.09367,303.51072,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,RI,Rhode Island,TRA,transportation,1,23.34,.57712,2.47256,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SAT,South Atlantic,ALL,all sectors,35026717,12.28,10066.8715,82000.3788,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SAT,South Atlantic,COM,commercial,4061113,11.13,3303.1796,29688.89651,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SAT,South Atlantic,IND,industrial,87143,8.43,941.93809,11174.03212,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SAT,South Atlantic,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SAT,South Atlantic,RES,residential,30878448,14.16,5810.65751,41025.50563,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SAT,South Atlantic,TRA,transportation,13,9.91,11.0963,111.94454,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SC,South Carolina,ALL,all sectors,3020279,11.52,922.30371,8003.27751,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SC,South Carolina,COM,commercial,417914,11.16,245.84017,2202.42699,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SC,South Carolina,IND,industrial,3544,7.6,152.67985,2008.88315,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SC,South Carolina,RES,residential,2598821,13.81,523.78369,3791.96738,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SC,South Carolina,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SD,South Dakota,ALL,all sectors,524301,10.86,142.49884,1312.69631,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SD,South Dakota,COM,commercial,79287,10.57,48.86839,462.49068,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SD,South Dakota,IND,industrial,4264,8.51,21.66371,254.69996,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SD,South Dakota,RES,residential,440750,12.09,71.96675,595.50567,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,SD,South Dakota,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,TN,Tennessee,ALL,all sectors,3634483,11.44,1097.55804,9595.68928,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,TN,Tennessee,COM,commercial,543501,12.76,372.84501,2921.3771,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,TN,Tennessee,IND,industrial,973,6.52,129.56362,1988.25553,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,TN,Tennessee,RES,residential,3090009,12.7,595.14942,4686.05664,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2025-01,TN,Tennessee,TRA,transportation,0,0,0,0,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
